"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"1426",22892,"Male","Grade 12",1,16.75,655975,1.3,1308096,32.11,102.03,57.4,"Salaried","Mortgage","Home_improvement",0
"6425",68290,"Female","Diploma",0,19.25,151971,1.66,114595,26.55,86.54,61.1,"Salaried","Mortgage","Vehicle",1
"4730",53042,"Female","No records",0,22.75,1439392,2.13,1769873,22.61,76.18,44.7,"Contract","Own","Debt_consolidation",0
"6704",70924,"Male","Degree",0,20.25,1460481,0.93,4025703,6.34,29.69,33.4,"Self-employed","Mortgage","Home_improvement",0
"4953",54935,"Female","No records",2,16.75,665091,0.7,399534,5.6,26.3,39.8,"Salaried","Mortgage","Vehicle",0
"2250",30425,"Female","Diploma",0,23.75,1693111,2.18,5738189,27.32,89.82,57,"Self-employed","Rent","Other",1
"1281",21631,"Male","No records",0,17.75,159203,1.74,597087,27.58,91.7,57.8,"Salaried","Mortgage","Vehicle",0
"2812",35496,"Male","Diploma",2,23.75,1136667,1.37,1704411,5.82,32.66,36,"Contract","Rent","Vehicle",0
"1463",23288,"Male","Degree",0,18.75,1599027,1.72,2729680,10.38,38.97,38.9,"Self-employed","Mortgage","Home_improvement",1
"8784",89094,"Female","Diploma",0,16.75,339840,1.92,290532,12,38.34,36.1,"Salaried","Mortgage","Home_improvement",1
"3402",41248,"Male","Diploma",0,16.75,694553,1.28,928198,11,44.97,41.3,"Salaried","Mortgage","Home_improvement",0
"382",13552,"Female","No records",0,16.75,342702,1.66,258104,26.44,89.73,58.7,"Salaried","Mortgage","Home_improvement",0
"5944",64235,"Female","No records",0,17.75,207254,0.82,755791,10.98,44.82,35.3,"Salaried","Mortgage","Vehicle",0
"7769",80079,"Male","Grade 12",0,16.75,476059,1.74,1097585,31.5,103.97,56.6,"Salaried","Mortgage","Home_improvement",0
"7958",81689,"Female","No records",0,33.25,6690,0.37,10565,12.39,48.92,46.8,"Unemployed","Rent","Other",0
"8589",87421,"Male","Diploma",0,18.25,362902,1.47,415880,28.42,96.88,62.4,"Salaried","Mortgage","Home_improvement",0
"2258",30480,"Female","Grade 12",0,21.75,3255868,1.76,11058300,27.56,89.31,51.8,"Self-employed","Mortgage","Debt_consolidation",0
"8608",87570,"Female","Grade 12",0,18.75,187640,2.05,227238,9.09,41.56,37.6,"Salaried","Rent","Vehicle",1
"6509",69165,"Female","No records",1,20.25,358710,2.13,688191,36.22,109.88,71.1,"Salaried","Rent","Vehicle",1
"7255",75338,"Male","No records",0,16.75,428478,1.08,153079,39,125.21,63.2,"Salaried","Mortgage","Vehicle",0
"5063",55943,"Female","Diploma",1,16.75,412722,1.64,1547527,16.14,63.96,49.2,"Salaried","Mortgage","Home_improvement",1
"6000",64766,"Female","Postgrad",0,17.25,372771,1.72,120874,2.47,10.63,33.9,"Salaried","Mortgage","Vehicle",0
"7604",78386,"Male","Grade 12",3,18.75,641963,1.61,1796743,10.93,41.72,45.6,"Salaried","Rent","Vehicle",1
"7507",77540,"Male","Degree",0,21.25,535556,0.94,1311826,26.52,94.94,58.5,"Contract","Mortgage","Vehicle",0
"2857",35937,"Male","Diploma",0,19.25,349974,1.72,1032785,36.09,114.62,63,"Salaried","Mortgage","Vehicle",1
"5015",55508,"Male","Grade 12",0,20.75,156232,2.03,94290,5.49,27.55,31.3,"Salaried","Rent","Other",1
"800",17391,"Female","Grade 12",0,32.25,1595,0.45,3018,21.1,77.18,44.7,"Unemployed","Rent","Debt_consolidation",0
"9797",98283,"Male","Grade 12",2,18.25,543192,1.26,361152,32.68,105.37,63.8,"Salaried","Own","Debt_consolidation",1
"4016",46405,"Male","Degree",2,23.25,470141,1.53,993524,35.19,116.69,67.5,"Salaried","Rent","Other",1
"7492",77377,"Male","Diploma",1,16.25,415707,1.69,142457,12.64,51.85,36.2,"Salaried","Rent","Vehicle",0
"5503",60065,"Female","Diploma",0,18.25,436529,1.17,1187768,33.42,110.87,67,"Salaried","Mortgage","Home_improvement",0
"4761",53373,"Female","Diploma",1,16.75,106450,1.4,339152,23.81,78.37,50.7,"Salaried","Mortgage","Home_improvement",1
"1079",19914,"Male","No records",0,21.25,901176,1.43,1185098,6.89,28.37,31.9,"Self-employed","Mortgage","Vehicle",1
"4054",46812,"Female","No records",1,34.25,3842,0.57,1604,31.25,107.14,56.8,"Unemployed","Rent","Other",1
"2202",29905,"Male","Grade 12",2,21.75,303876,1.55,366977,19.75,64.72,44.7,"Salaried","Rent","Other",1
"1425",22888,"Female","Diploma",0,35,1637,0.52,3892,30.87,107.47,59.4,"Unemployed","Rent","Debt_consolidation",1
"6394",67984,"Female","Diploma",1,16.75,510309,1.14,1235660,8.49,35.31,34.8,"Salaried","Mortgage","Home_improvement",0
"1327",22023,"Female","Degree",1,16.75,367302,1.69,1098635,24.48,82.96,52.6,"Salaried","Mortgage","Home_improvement",1
"4145",47477,"Male","Diploma",1,20.25,397526,1.26,520131,0.87,9.58,35.6,"Salaried","Mortgage","Home_improvement",1
"4899",54611,"Female","Postgrad",0,16.75,213355,1.87,545317,26.51,85.71,55.1,"Salaried","Mortgage","Home_improvement",1
"8287",84836,"Female","Grade 12",2,19.75,1340321,2.14,3843389,29.21,96.4,53.9,"Self-employed","Mortgage","Vehicle",1
"6596",70094,"Male","No records",0,19.25,334410,1.64,670584,33.74,111.66,58.8,"Salaried","Own","Debt_consolidation",0
"4156",47562,"Female","Grade 12",0,19.25,487420,2,1827540,8.85,35.9,32.7,"Salaried","Own","Debt_consolidation",0
"2594",33462,"Male","Grade 12",1,21.75,322255,1.03,417934,34.86,108.3,59.6,"Salaried","Rent","Other",0
"4997",55291,"Male","Grade 12",4,18.75,311151,1.25,227799,19.18,59.1,50.4,"Salaried","Rent","Vehicle",1
"4986",55196,"Male","Diploma",4,21.25,935552,1.86,1424365,38.26,123.42,61.6,"Self-employed","Mortgage","Vehicle",1
"1958",27501,"Female","Grade 12",0,20.75,643734,1.25,2219420,35.55,112.78,70.4,"Salaried","Own","Debt_consolidation",1
"3572",42653,"Female","Degree",0,17.75,194316,1.21,197444,7.83,35.04,39.5,"Salaried","Mortgage","Vehicle",0
"879",18123,"Female","Degree",1,18.75,616721,1.14,1405272,13.57,54.07,43.7,"Salaried","Rent","Vehicle",0
"2745",34898,"Male","Grade 12",0,23.75,3030494,2.28,5846044,0.41,12.02,23.9,"Self-employed","Mortgage","Home_improvement",1
"7617",78529,"Female","No records",0,18.75,179008,1.37,282098,33.9,113.18,56.6,"Salaried","Rent","Vehicle",0
"7464",77113,"Female","No records",0,16.75,446956,1.33,1626511,31.54,104.47,54.8,"Salaried","Mortgage","Home_improvement",1
"2213",29999,"Male","Grade 12",2,23.25,225139,1.66,310523,35.31,114.9,63.8,"Salaried","Rent","Other",1
"825",17602,"Male","No records",0,33.75,6282,0.65,10572,28.26,93.62,57.6,"Unemployed","Rent","Vehicle",1
"6832",72000,"Female","Postgrad",2,24.75,867288,1.29,732422,2.79,18.39,35.3,"Self-employed","Own","Debt_consolidation",1
"1945",27413,"Female","Grade 12",1,34.75,3628,0.48,2242,6.72,28.07,35.9,"Unemployed","Rent","Debt_consolidation",0
"5120",56540,"Male","Diploma",0,23.75,328710,1.87,300549,28.04,94.53,61.6,"Contract","Rent","Vehicle",1
"3922",45711,"Male","Diploma",1,18.75,371723,1.81,1340789,20.32,64.49,54.7,"Salaried","Rent","Vehicle",0
"8496",86563,"Male","Degree",3,27.25,272825,2.84,875106,2.79,17.82,29.9,"Self-employed","Rent","Other",1
"1302",21844,"Male","Degree",2,19.25,297840,1.4,334575,21.49,73.97,52.9,"Salaried","Own","Debt_consolidation",0
"6094",65591,"Male","Grade 12",0,20.75,505401,1.63,1059891,35.57,117.95,69.6,"Salaried","Own","Debt_consolidation",1
"7679",79127,"Male","No records",0,21.25,2991593,1.1,1701137,26.86,92.92,50.2,"Self-employed","Rent","Other",1
"5630",61401,"Female","Diploma",2,21.25,1844391,1.72,6809877,36.31,115.3,63.9,"Self-employed","Mortgage","Vehicle",1
"609",15611,"Male","Grade 12",0,21.75,2317259,0.66,5637311,22.02,79.21,56.9,"Self-employed","Mortgage","Debt_consolidation",1
"7362",76166,"Male","Grade 12",0,35,2699,0.58,9120,33.2,111.05,64.7,"Unemployed","Rent","Other",1
"2083",28794,"Male","Grade 12",2,19.25,261944,0.99,810656,20.62,68.03,51.3,"Salaried","Own","Debt_consolidation",1
"1075",19877,"Male","Diploma",2,32.25,6262,0.39,21365,19.57,72.21,45.3,"Unemployed","Rent","Debt_consolidation",1
"1270",21529,"Female","Diploma",0,21.75,649427,1.29,2446792,25.09,84.57,54.2,"Salaried","Rent","Other",1
"5245",57798,"Male","No records",1,18.75,467786,1.38,750670,8.69,38.76,35.3,"Salaried","Rent","Vehicle",0
"8357",85453,"Male","Grade 12",2,23.75,3307743,2.1,11823883,28.18,95.4,53.3,"Self-employed","Rent","Other",0
"9322",93948,"Female","Diploma",0,15.75,204402,1.57,94043,39.83,129.49,73,"Salaried","Mortgage","Home_improvement",0
"2069",28676,"Male","Degree",4,23.75,1316748,1.7,4382466,19.14,69.93,45.7,"Self-employed","Rent","Other",1
"2189",29781,"Female","Degree",0,18.25,262796,1.3,258295,32.88,104.2,64,"Salaried","Mortgage","Home_improvement",1
"1585",24334,"Male","No records",0,23.25,218354,1.71,216081,5.7,29.6,38.1,"Salaried","Rent","Other",0
"4693",52737,"Male","Degree",0,17.75,963265,1.47,1431076,8.84,32.01,39.1,"Salaried","Mortgage","Vehicle",0
"8476",86437,"Male","Diploma",0,20.25,582256,1.12,1606054,29.55,97.29,63.6,"Salaried","Rent","Vehicle",1
"2206",29944,"Female","No records",0,25.25,2263241,1.48,3011614,5.35,23.53,27.7,"Self-employed","Rent","Other",0
"9522",95759,"Male","Degree",0,17.75,208500,1.68,387588,20.81,73.81,44.8,"Salaried","Mortgage","Vehicle",0
"473",14401,"Female","Grade 12",0,18.75,369989,1.25,529940,14.82,56.77,38.2,"Salaried","Rent","Vehicle",1
"7374",76286,"Male","Diploma",0,32.25,5132,0.44,15174,16.17,54.4,48.6,"Unemployed","Rent","Debt_consolidation",1
"2197",29864,"Female","Diploma",0,25.25,1185643,1.67,3764361,25.67,84.2,58.2,"Contract","Rent","Other",1
"5179",57175,"Male","Postgrad",0,18.25,380201,1.68,369216,37.98,124.68,65.8,"Salaried","Mortgage","Home_improvement",0
"3347",40699,"Female","Diploma",0,18.25,180945,1.64,312943,38.24,120.3,62.4,"Salaried","Mortgage","Home_improvement",0
"8947",90493,"Female","No records",2,35,5144,0.58,10372,24.81,90.6,47,"Unemployed","Rent","Debt_consolidation",1
"7389",76425,"Male","Grade 12",0,20.25,407334,1.8,219453,6.03,27.8,36.4,"Contract","Mortgage","Vehicle",0
"6251",66935,"Female","Grade 12",0,20.25,609050,1.81,1565187,4.59,26.08,32.9,"Salaried","Rent","Vehicle",0
"7135",74398,"Male","Diploma",0,20.25,604785,1.14,793365,4.92,28.69,36.8,"Salaried","Rent","Vehicle",1
"9830",98467,"Female","Degree",0,22.25,291141,1.45,297610,10.45,40.34,37.8,"Contract","Rent","Vehicle",0
"2198",29879,"Female","No records",2,23.25,413433,1.23,1309628,3.41,27.28,36.5,"Salaried","Rent","Other",1
"3225",39705,"Male","Grade 12",0,23.75,1470644,1.15,3555642,23.95,79.46,48.2,"Self-employed","Rent","Other",0
"4707",52834,"Female","Grade 12",2,23.25,403950,1.64,671917,25.94,87.51,60.8,"Salaried","Rent","Other",1
"6545",69640,"Male","Diploma",0,21.75,851898,1.37,2172654,20.19,71.5,43.5,"Self-employed","Mortgage","Debt_consolidation",0
"507",14718,"Male","Grade 12",2,23.25,479926,2.07,1178807,31.81,107.76,63.3,"Salaried","Rent","Other",1
"3980",46152,"Male","No records",0,20.25,730238,1.88,1671227,3.08,16.83,31.7,"Salaried","Rent","Vehicle",1
"4330",49236,"Female","Degree",3,17.75,233589,1.28,131821,12.61,49.23,45.6,"Contract","Mortgage","Home_improvement",0
"3242",39828,"Male","Grade 12",0,20.75,327599,2.04,871293,3.78,19.7,30.8,"Salaried","Own","Debt_consolidation",0
"6265",67013,"Male","Diploma",0,25.25,410153.5,0.62,3757029,3.73,20.27,30.8,"Self-employed","Rent","Other",0
"5239",57741,"Female","No records",1,21.75,3038591,1.56,5987209,9.54,42.86,36.2,"Self-employed","Mortgage","Debt_consolidation",1
"5976",64523,"Male","Degree",3,19.25,399058,1.05,231639,17.3,60.49,40.2,"Salaried","Rent","Other",0
"3998",46298,"Male","Degree",1,19.75,3298685,1.55,11361764,20.56,75.94,45.9,"Self-employed","Mortgage","Vehicle",0
"8719",88562,"Male","Grade 12",0,25.25,417541,1.88,457225,1.49,12.94,25.8,"Salaried","Rent","Other",1
"5296",58227,"Female","No records",1,17.75,410237,1.32,589609,8.58,34.51,43.4,"Salaried","Mortgage","Vehicle",0
"5888",63678,"Female","No records",1,16.75,747219,1.47,2561075,32.82,106.56,56.8,"Salaried","Mortgage","Home_improvement",1
"8259",84581,"Female","Diploma",0,21.25,3084712,1.76,8131964,21.62,82.9,53.1,"Self-employed","Own","Debt_consolidation",0
"3858",45230,"Female","Diploma",0,25.25,1414398,1.46,2165640,37.45,123.45,65.9,"Self-employed","Rent","Other",1
"6413",68165,"Female","Diploma",0,23.75,3299095,2.63,4527942,10.95,45.73,41.4,"Self-employed","Rent","Other",1
"1437",23027,"Male","Grade 12",2,19.25,268462,1.09,458895,17.43,62.39,40.9,"Salaried","Own","Debt_consolidation",0
"4376",49664,"Male","Grade 12",2,19.25,397517,1.33,864509,36.53,118.28,60.4,"Salaried","Mortgage","Vehicle",0
"970",18977,"Male","Degree",1,21.25,828225,2.14,312775,5.53,26.27,38.2,"Contract","Rent","Vehicle",0
"3977",46123,"Male","Degree",2,21.75,354052,2.16,547028,33.31,111.99,55.9,"Salaried","Rent","Other",1
"1726",25622,"Female","Grade 12",0,23.25,343949,1.37,1124176,37.92,123.6,69.6,"Salaried","Rent","Other",0
"7780",80147,"Female","Grade 12",0,19.75,3370091,2.23,7023990,25.85,88.28,54.9,"Self-employed","Mortgage","Vehicle",1
"9541",95923,"Male","Degree",0,19.25,639331,1.52,1266885,9.73,37.23,40.3,"Salaried","Own","Debt_consolidation",1
"9932",99401,"Female","Diploma",0,16.25,1700293,1.99,695200,17.72,63.68,46.3,"Self-employed","Mortgage","Home_improvement",1
"1350",22231,"Male","Grade 12",0,16.75,319899,1.31,285388,26.04,90.81,51.2,"Salaried","Mortgage","Home_improvement",0
"3103",38452,"Male","Degree",0,19.25,131462,1.19,176665,24.76,90.36,47.5,"Salaried","Own","Debt_consolidation",1
"8884",90003,"Male","Diploma",0,18.75,205127,1.43,716055,22.54,75.08,52.8,"Salaried","Rent","Vehicle",0
"1719",25573,"Female","Grade 12",0,23.75,451024,1.86,478200,27.64,95.84,49.8,"Self-employed","Rent","Other",1
"7876",80977,"Female","Grade 12",0,18.25,248660,1.43,617123,5.74,29.44,37,"Salaried","Mortgage","Home_improvement",0
"4594",51779,"Female","No records",2,19.25,713106,0.91,1698612,20.9,73.23,54.1,"Salaried","Own","Debt_consolidation",0
"2309",30970,"Female","Degree",0,17.75,324987,1.11,378772,18.65,60.04,44.3,"Salaried","Mortgage","Vehicle",0
"8011",82182,"Female","Grade 12",1,35,2701,0.44,7946,1.92,18.3,29.2,"Unemployed","Rent","Debt_consolidation",1
"8018",82224,"Male","Degree",0,17.75,670839,1.24,1147962,24.63,81.74,58.3,"Salaried","Mortgage","Vehicle",1
"3800",44706,"Female","Grade 12",0,15.25,475321,1.7,292354,33.27,114.33,58,"Salaried","Mortgage","Vehicle",1
"6335",67508,"Female","Diploma",1,34.25,6470,0.65,16806,6.69,26.3,35.3,"Unemployed","Rent","Home_improvement",1
"51",10453,"Female","Grade 12",0,23.25,131987,1.1,226123,37.91,127.56,69.1,"Salaried","Rent","Other",1
"8400",85816,"Female","No records",0,25.25,1086454,2.23,1116809,5.59,27.65,30.3,"Self-employed","Rent","Other",1
"3397",41223,"Male","Grade 12",0,19.25,258791,1.35,351411,19.78,72.22,51.8,"Salaried","Own","Debt_consolidation",0
"3997",46291,"Male","Grade 12",0,23.25,565819,1.74,426994,37.36,119.75,65.9,"Self-employed","Mortgage","Debt_consolidation",0
"4824",53956,"Female","Grade 12",2,26.75,4512,0.35,2163,3.65,19.97,30.6,"Unemployed","Rent","Vehicle",0
"33",10255,"Male","Grade 12",0,22.25,80506,1.38,238877,0.9,5.92,31.9,"Salaried","Rent","Vehicle",0
"707",16467,"Male","Grade 12",2,18.75,164959,1.62,113447,22.05,77.95,52.5,"Salaried","Rent","Vehicle",0
"6586",69999,"Male","Degree",0,16.75,493792,2.11,1831445,22.44,80.93,46.8,"Salaried","Mortgage","Home_improvement",1
"5549",60595,"Male","Diploma",2,21.75,499381,1.89,1729527,1.72,13.04,24.4,"Salaried","Mortgage","Home_improvement",0
"8576",87305,"Male","No records",0,20.75,370972,1.54,576675,39.35,127.45,72.3,"Salaried","Own","Debt_consolidation",1
"7253",75327,"Male","Degree",0,28.75,3595,0.67,1196,7.03,28.35,31.6,"Unemployed","Rent","Home_improvement",0
"2316",31031,"Female","Degree",0,25.25,660461,2.32,800770,3.64,26.26,36.9,"Self-employed","Rent","Other",1
"456",14239,"Male","Grade 12",0,20.25,745329,1.64,2335985,0.18,13.26,25,"Salaried","Mortgage","Home_improvement",0
"5947",64243,"Male","No records",0,20.25,248079,1.78,177260,38.72,121.52,64,"Salaried","Rent","Vehicle",0
"1006",19266,"Male","Diploma",2,19.25,158925,1.54,443444,37.61,124.74,70.3,"Salaried","Mortgage","Vehicle",1
"5407",59087,"Female","Grade 12",0,20.25,892824,1.63,1078622,31.31,102.88,59.5,"Contract","Mortgage","Home_improvement",1
"6258",66968,"Male","Diploma",1,23.75,797676,1.41,1807169,32.78,110.58,65.7,"Contract","Rent","Vehicle",1
"351",13273,"Male","No records",0,19.25,356754,1.43,981759,20.88,69.78,44.1,"Salaried","Own","Debt_consolidation",1
"2184",29742,"Female","No records",0,21.75,1458572,2.51,5187899,10.67,43.23,34.5,"Self-employed","Mortgage","Debt_consolidation",1
"8178",83776,"Female","Grade 12",0,22.75,516277,2,1286899,6.45,29.01,39.9,"Contract","Mortgage","Vehicle",0
"4688",52681,"Male","Grade 12",0,20.25,624681,1.76,814238,39.76,132.48,71,"Salaried","Rent","Vehicle",1
"174",11671,"Female","Grade 12",1,22.75,1833785,2.31,2750176,6.46,29.4,31.5,"Self-employed","Own","Debt_consolidation",1
"3",10031,"Male","Degree",0,18.75,331021,1.72,974609,23,76.17,54,"Salaried","Rent","Vehicle",0
"8239",84420,"Male","No records",2,19.75,1733446,2.19,2946678,33.28,115.28,58.5,"Self-employed","Mortgage","Vehicle",1
"3220",39659,"Female","Diploma",0,19.75,3489782,1.79,7279976,35.93,118.73,58,"Self-employed","Mortgage","Vehicle",1
"7263",75383,"Male","No records",0,16.25,497424,1.36,279960,26.17,93.39,52.3,"Salaried","Rent","Vehicle",1
"5281",58083,"Male","Diploma",1,17.75,279190,1.68,131941,32.59,101.36,64,"Salaried","Rent","Vehicle",0
"9804",98339,"Female","Diploma",0,20.25,464653,1.53,760424,36.87,119.17,70.2,"Salaried","Rent","Vehicle",0
"3290",40247,"Female","Grade 12",3,22.75,844627,1.23,3180147,24.13,79.14,50.4,"Contract","Own","Debt_consolidation",1
"4151",47529,"Female","Degree",2,19.25,111193,1.25,366888,6.05,25.61,32.8,"Salaried","Mortgage","Vehicle",0
"7572",78051,"Female","No records",0,23.75,941207,1.5,2204107,18.89,66.44,41.8,"Self-employed","Rent","Other",1
"760",17019,"Male","Diploma",2,35,1708,0.41,4988,0.9,13.39,25.9,"Unemployed","Rent","Debt_consolidation",0
"6726",71109,"Female","Grade 12",2,22.75,288498,1.21,538568,1.61,17.61,29.5,"Salaried","Own","Debt_consolidation",1
"1401",22661,"Female","Grade 12",3,20.25,200707,1.24,297669,6.5,33.31,32.6,"Salaried","Rent","Vehicle",0
"8103",83103,"Female","Grade 12",1,20.25,688491,1.54,746314,38.64,132.57,73.5,"Salaried","Rent","Vehicle",0
"9341",94050,"Female","Grade 12",0,16.75,365467,1.13,444098,22.11,79.27,50.1,"Salaried","Mortgage","Home_improvement",1
"5297",58228,"Female","Grade 12",1,21.75,686514,2.19,1988176,18.54,64.16,51.8,"Salaried","Rent","Other",0
"5626",61357,"Male","Diploma",0,35,6239,0.53,9872,23.07,78.94,46.4,"Unemployed","Rent","Debt_consolidation",0
"2967",37192,"Female","No records",1,17.75,452563,1.64,909850,14.43,55.36,44.1,"Salaried","Mortgage","Vehicle",1
"510",14752,"Male","Postgrad",0,20.75,356558,1.25,1169818,35.78,117.92,64.2,"Salaried","Own","Debt_consolidation",1
"7203",74923,"Female","Postgrad",1,20.75,1078342,1.4,374876,0.38,14.68,27.4,"Self-employed","Mortgage","Vehicle",0
"3927",45749,"Male","Grade 12",0,17.75,363900,1.68,1344088,26.95,93.4,49.1,"Salaried","Mortgage","Vehicle",1
"6266",67015,"Male","Grade 12",0,31.75,8493,0.42,28413,38.51,122.63,67.7,"Unemployed","Rent","Vehicle",1
"1808",26250,"Male","Grade 12",0,20.75,589458,2.51,298074,4.63,26.95,34.5,"Self-employed","Mortgage","Debt_consolidation",1
"9748",97821,"Female","Grade 12",2,18.75,350563,1.26,919947,7.07,35.88,41.5,"Salaried","Rent","Vehicle",0
"9972",99756,"Female","Grade 12",2,19.25,320109,1.6,225272,36.02,118.58,63.5,"Salaried","Mortgage","Vehicle",1
"5760",62496,"Male","Diploma",0,17.75,520140,1.44,941233,12.62,53.19,38.9,"Salaried","Mortgage","Vehicle",1
"284",12622,"Male","Grade 12",0,18.75,921809,1.54,2566093,11.29,40.33,40.3,"Self-employed","Mortgage","Home_improvement",1
"9611",96617,"Male","No records",0,18.25,243928,1.43,807127,34.19,112.19,60.3,"Salaried","Mortgage","Home_improvement",1
"388",13606,"Female","Degree",2,18.75,255839,1.3,725508,18.43,64.87,44.6,"Salaried","Rent","Vehicle",0
"7750",79914,"Male","Degree",0,19.25,312509,2.12,999563,39.62,131.46,71.2,"Salaried","Mortgage","Vehicle",1
"8372",85588,"Male","Grade 12",0,17.75,193500,1.71,258925,21.37,73.81,56.4,"Salaried","Mortgage","Vehicle",0
"9168",92496,"Female","Degree",0,21.75,3574427,2.39,9760045,15.42,57.27,45.2,"Self-employed","Mortgage","Debt_consolidation",1
"3083",38271,"Male","Grade 12",1,21.75,183194,1.2,558080,13.77,48.98,41.7,"Salaried","Rent","Other",0
"8595",87469,"Male","Grade 12",0,18.75,383068,1.82,351322,21.25,72.08,51.2,"Salaried","Rent","Vehicle",0
"5784",62791,"Female","Degree",0,29.75,9616,0.32,20376,36.25,117.75,59.8,"Unemployed","Rent","Debt_consolidation",0
"5421",59213,"Male","Diploma",2,20.25,1148914,2.16,2695669,28.97,96.32,54,"Contract","Mortgage","Home_improvement",1
"2333",31211,"Male","Diploma",0,16.75,345021,1.68,697487,28.57,94.53,53.3,"Salaried","Mortgage","Home_improvement",1
"4934",54802,"Male","Degree",1,25.25,4004252,1.26,750670,2.11,19.73,36.8,"Self-employed","Mortgage","Debt_consolidation",1
"8059",82735,"Male","Grade 12",1,19.75,1382513,1.47,2148330,23.67,80.31,57.5,"Self-employed","Mortgage","Vehicle",1
"8717",88549,"Female","Diploma",0,18.75,715694,1.18,816532,31.89,112.42,55.6,"Salaried","Rent","Vehicle",0
"3916",45661,"Female","Diploma",1,20.75,341844,1.73,953542,37.28,119.8,61.8,"Salaried","Own","Debt_consolidation",1
"1288",21695,"Female","Degree",0,17.75,124305,1.69,338328,14.09,54.98,39.8,"Salaried","Mortgage","Vehicle",1
"1664",25073,"Male","Diploma",0,20.25,449100,1.06,1307921,0.45,11.79,31.7,"Salaried","Mortgage","Home_improvement",1
"6984",73202,"Male","Postgrad",0,21.25,407914,1.59,594968,2.02,19.55,34.9,"Salaried","Mortgage","Vehicle",1
"7305",75691,"Male","Postgrad",1,22.75,901806,1.25,2409650,4.85,26.29,29.6,"Contract","Mortgage","Vehicle",0
"548",15105,"Female","Diploma",1,22.25,338148,1.79,405938,2.87,13.33,25.6,"Salaried","Rent","Vehicle",0
"4772",53461,"Male","Grade 12",0,19.25,541263,1.83,666886,37.15,122.97,69.8,"Salaried","Mortgage","Vehicle",1
"3427",41444,"Male","Grade 12",2,23.25,93678,1.59,344217,35.09,111.29,60.6,"Salaried","Rent","Other",0
"6675",70747,"Female","Grade 12",0,21.25,843887,1.59,308643,33.35,111.01,63.8,"Contract","Rent","Vehicle",1
"3763",44254,"Male","Degree",0,18.75,252906,1.76,391599,26.03,86.8,49.8,"Salaried","Rent","Vehicle",0
"9559",96133,"Female","Degree",0,28.75,7444,0.29,24326,24.1,85.74,52.4,"Unemployed","Mortgage","Debt_consolidation",1
"5190",57262,"Female","Postgrad",0,35,4607,0.52,11744,30.53,99.44,64.6,"Unemployed","Rent","Debt_consolidation",1
"5673",61787,"Male","Grade 12",0,35,1203,0.65,1886,10.2,44.24,44.3,"Unemployed","Rent","Debt_consolidation",1
"5600",61149,"Male","Grade 12",1,16.25,253102,0.92,115942,8.96,38.33,32.1,"Salaried","Rent","Vehicle",0
"7706",79381,"Female","Degree",2,32.25,3493,0.4,12295,9.6,34.26,43.4,"Unemployed","Rent","Debt_consolidation",0
"1400",22654,"Female","Diploma",0,21.25,990602,2.59,1676599,15.89,58.36,45.2,"Contract","Mortgage","Vehicle",0
"2588",33386,"Female","Grade 12",1,16.25,223163,1.92,142021,18.85,70.3,41.5,"Salaried","Rent","Vehicle",0
"9799",98298,"Female","Grade 12",0,20.25,392576,1.13,294777,1.16,12.68,28.2,"Salaried","Mortgage","Home_improvement",0
"7002",73371,"Male","Grade 12",0,19.25,517071,1.45,394268,39.19,125.96,70.6,"Salaried","Mortgage","Vehicle",0
"53",10467,"Male","Degree",0,25.25,227964,1.65,423009,23.56,82.64,49.1,"Contract","Rent","Other",0
"3925",45730,"Female","Grade 12",1,23.25,764145,1.75,498299,2.18,16.56,30.4,"Contract","Rent","Vehicle",1
"409",13854,"Female","Grade 12",0,34.75,2210,0.54,2346,23.75,82.81,52.6,"Unemployed","Mortgage","Debt_consolidation",1
"4717",52946,"Male","Diploma",0,18.75,1427283,1.64,1569543,32.74,107.48,57.2,"Self-employed","Mortgage","Home_improvement",1
"4098",47136,"Male","Grade 12",2,16.75,501881,1.41,1728732,28.86,98.33,58.5,"Salaried","Mortgage","Home_improvement",0
"3261",40018,"Female","Diploma",2,16.75,496400,1.29,959761,26.37,86.88,58.2,"Salaried","Mortgage","Home_improvement",0
"390",13639,"Male","No records",0,17.75,421397,2,795280,31.31,101.83,60,"Salaried","Mortgage","Vehicle",1
"9255",93345,"Male","Degree",2,18.25,81757,1.72,277257,36.52,122.46,62.4,"Salaried","Mortgage","Home_improvement",1
"9364",94215,"Female","Grade 12",1,19.75,1418572,2.29,5181561,9.43,35.95,43,"Self-employed","Mortgage","Vehicle",1
"2546",33068,"Male","Diploma",0,19.25,390759,2.18,1467195,24.45,88.87,51.9,"Salaried","Own","Debt_consolidation",1
"327",13000,"Male","Degree",1,20.25,321090,0.84,1036494,33.8,113.41,64.4,"Salaried","Rent","Vehicle",0
"2934",36912,"Male","Grade 12",3,18.75,1747764,1.74,4668205,28.63,95.51,58.4,"Self-employed","Mortgage","Home_improvement",1
"3534",42338,"Female","Grade 12",2,25.25,554873,1.51,1546535,2.3,13.91,36.9,"Salaried","Rent","Other",1
"391",13643,"Female","Degree",0,17.75,110344,1.41,388799,16.67,62.52,46.7,"Salaried","Mortgage","Vehicle",0
