"","ID","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default","X","Gender","Education","Offences"
"6253",66938,17.75,252837,1.35,946119,10.12,39.29,34.3,"Salaried","Mortgage","Vehicle",0,6252,"Male","Grade 12",3
"6254",66957,17.75,414647,1.46,588850,8.17,34.26,36.2,"Salaried","Mortgage","Vehicle",0,6253,"Female","Grade 12",2
"6255",66960,25.25,2703233,1.75,6032917,36.95,119.06,70.8,"Self-employed","Rent","Other",0,6254,"Female","Degree",0
"6256",66961,21.25,123022,1.69,161003,2.29,19.19,30.6,"Salaried","Mortgage","Vehicle",1,6255,"Female","No records",0
"6257",66966,20.25,395261,1.07,909118,37.22,122.45,71.3,"Salaried","Rent","Vehicle",1,6256,"Female","Degree",1
"6258",66968,23.75,797676,1.41,1807169,32.78,110.58,65.7,"Contract","Rent","Vehicle",1,6257,"Male","Diploma",1
"6259",66970,19.75,2473568,1.59,4945721,29.6,97.31,56.7,"Self-employed","Mortgage","Vehicle",1,6258,"Male","Postgrad",0
"6260",66975,18.25,472872,1.65,1691889,5.11,23.72,29.5,"Salaried","Mortgage","Home_improvement",0,6259,"Female","Degree",0
"6261",66980,18.25,362755,1.46,1048883,37.8,125.33,61.7,"Salaried","Mortgage","Home_improvement",0,6260,"Male","Grade 12",0
"6262",66987,18.75,550425,1.69,557329,30.89,101.57,56.7,"Salaried","Rent","Vehicle",1,6261,"Male","Grade 12",2
"6263",66999,19.25,294163,1.5,821627,11.02,41.69,36.7,"Salaried","Own","Debt_consolidation",0,6262,"Male","Grade 12",0
"6264",67009,18.75,1462624,1.49,640388,20.57,71.05,52.4,"Self-employed","Own","Debt_consolidation",0,6263,"Male","Degree",0
"6265",67013,25.25,409680,0.62,3757029,3.73,20.27,30.8,"Self-employed","Rent","Other",0,6264,"Male","Diploma",0
"6266",67015,31.75,8493,0.42,28413,38.51,122.63,67.7,"Unemployed","Rent","Vehicle",1,6265,"Male","Grade 12",0
"6267",67024,20.25,585774,2.04,1840512,31.87,103.04,55,"Contract","Mortgage","Home_improvement",1,6266,"Male","Degree",2
"6268",67031,17.75,231921,1.82,160085,19.23,69.49,49.1,"Salaried","Mortgage","Vehicle",0,6267,"Male","Grade 12",3
"6269",67034,17.75,547710,1.43,2060406,10.31,45.91,38.5,"Salaried","Mortgage","Vehicle",1,6268,"Male","Grade 12",0
"6270",67038,18.25,500734,1.45,465056,34.72,112.67,67.7,"Salaried","Mortgage","Home_improvement",0,6269,"Female","Grade 12",0
"6271",67042,18.75,678680,1.54,1612628,10.9,43.28,35.2,"Salaried","Rent","Vehicle",0,6270,"Male","Grade 12",0
"6272",67045,19.75,277889,0.99,168867,2.29,17.33,31.5,"Salaried","Rent","Vehicle",0,6271,"Male","No records",2
"6273",67049,18.75,433977,0.5,1464026,29.42,95.79,54,"Salaried","Rent","Vehicle",0,6272,"Female","Postgrad",1
"6274",67055,16.25,306289,1.4,95053,4.82,22.89,33.1,"Salaried","Rent","Vehicle",1,6273,"Male","Postgrad",0
"6275",67072,23.25,1319246,1.4,4756521,5.24,26.95,40,"Self-employed","Mortgage","Debt_consolidation",1,6274,"Female","No records",1
"6276",67084,16.75,409680,2.01,912482,17,57.24,45,"Salaried","Mortgage","Home_improvement",0,6275,"Male","Grade 12",0
"6277",67092,20.25,643031,1.7,981573,0.93,12.85,31.4,"Salaried","Mortgage","Home_improvement",0,6276,"Male","Grade 12",0
"6278",67117,33.25,3742,0.41,9506,19.84,66.96,51.5,"Unemployed","Rent","Other",1,6277,"Female","No records",0
"6279",67119,16.75,614390,1.36,2058558,27.16,89.55,51.1,"Salaried","Mortgage","Home_improvement",0,6278,"Male","Degree",0
"6280",67122,35,3370,0.58,7124,37.03,118.04,70.4,"Unemployed","Rent","Debt_consolidation",0,6279,"Male","No records",2
"6281",67126,25.25,499483,1.7,1117087,5.88,24.55,27.9,"Self-employed","Rent","Other",1,6280,"Male","No records",2
"6282",67127,19.25,205190,1.6,671217,11.26,49.75,36.9,"Salaried","Own","Debt_consolidation",0,6281,"Male","Diploma",0
"6283",67136,35,6963,0.54,10925,26.24,86.54,52.6,"Unemployed","Rent","Other",1,6282,"Female","Grade 12",0
"6284",67144,18.75,142402,1.17,398840,16.76,59.87,39.4,"Salaried","Rent","Vehicle",0,6283,"Male","Grade 12",0
"6285",67164,18.75,635403,0.94,1982743,27.67,98.14,55.6,"Salaried","Rent","Vehicle",1,6284,"Female","Diploma",1
"6286",67165,19.25,891194,1.38,542087,32.96,107.32,55.7,"Self-employed","Mortgage","Debt_consolidation",0,6285,"Female","Grade 12",3
"6287",67169,21.25,1370372,1.46,2695783,32.06,102.24,56.4,"Contract","Mortgage","Vehicle",0,6286,"Female","No records",2
"6288",67176,22.25,677742,1.43,2464193,0.83,14.19,31,"Salaried","Rent","Vehicle",0,6287,"Male","No records",2
"6289",67178,17.75,589945,1.8,2146198,14.52,52.58,47.8,"Salaried","Mortgage","Vehicle",1,6288,"Female","No records",1
"6290",67187,22.25,193340,1.35,724211,10.17,43.08,43.3,"Contract","Rent","Vehicle",0,6289,"Male","Diploma",0
"6291",67204,21.25,1100369,1.44,3559468,8.15,30.49,40.8,"Self-employed","Own","Debt_consolidation",1,6290,"Male","No records",0
"6292",67216,18.25,357582,1.77,569380,3.48,14.07,25.6,"Salaried","Mortgage","Home_improvement",0,6291,"Female","Degree",0
"6293",67238,17.75,527559,1.1,721650,25.58,83.87,51.4,"Salaried","Mortgage","Vehicle",1,6292,"Male","Degree",1
"6294",67251,18.25,512589,1.5,575350,39.75,134.17,74.4,"Salaried","Mortgage","Home_improvement",1,6293,"Female","Grade 12",3
"6295",67253,16.75,585091,1.5,335905,29.95,96.44,56.2,"Salaried","Own","Debt_consolidation",1,6294,"Male","No records",2
"6296",67267,23.25,968965,0.88,443315,1.86,17.41,33.6,"Contract","Rent","Vehicle",0,6295,"Female","Diploma",0
"6297",67270,25.75,865225,2.38,2857192,2.5,15.49,27.5,"Contract","Rent","Vehicle",0,6296,"Female","Grade 12",1
"6298",67300,23.25,879355,1.82,1578813,34.21,107.86,63.8,"Salaried","Rent","Other",1,6297,"Male","Degree",2
"6299",67307,35,3974,0.68,4044,29.79,97.86,60.9,"Unemployed","Rent","Debt_consolidation",1,6298,"Female","Diploma",0
"6300",67308,23.25,707348,1.74,1423187,20.32,68.82,46,"Contract","Mortgage","Debt_consolidation",1,6299,"Male","Grade 12",0
"6301",67316,17.75,452767,1.81,734523,28.56,98.65,54.1,"Salaried","Mortgage","Vehicle",0,6300,"Female","Grade 12",1
"6302",67325,19.25,339599,2.16,339256,18.54,69.35,53.4,"Salaried","Own","Debt_consolidation",1,6301,"Female","Grade 12",0
"6303",67327,18.25,257567,1.9,622160,29.77,100.43,63,"Salaried","Mortgage","Home_improvement",0,6302,"Female","Diploma",0
"6304",67329,16.75,437989,1.05,489444,25.12,86.24,48.5,"Salaried","Mortgage","Home_improvement",0,6303,"Male","Diploma",0
"6305",67337,18.25,385063,1.84,467706,38.8,125.09,71.3,"Salaried","Mortgage","Home_improvement",0,6304,"Female","Grade 12",0
"6306",67339,18.75,667375,1.52,468040,14.09,52.36,44.3,"Salaried","Rent","Vehicle",0,6305,"Female","No records",1
"6307",67352,19.25,457550,2.1,1149392,31.6,106.83,61.7,"Salaried","Mortgage","Vehicle",0,6306,"Male","Grade 12",0
"6308",67353,15.25,254827,1.3,146870,10.69,40.49,43.4,"Salaried","Mortgage","Vehicle",1,6307,"Male","Diploma",0
"6309",67354,26.25,295512,1.28,199963,2.58,14.35,35.1,"Contract","Own","Debt_consolidation",1,6308,"Male","Grade 12",3
"6310",67359,16.75,138837,1.44,189561,20.24,65.9,45.7,"Salaried","Mortgage","Home_improvement",1,6309,"Male","Degree",2
"6311",67365,21.75,215525,1.63,792888,29.42,98.06,53.1,"Salaried","Rent","Other",1,6310,"Male","Postgrad",2
"6312",67383,16.75,780466,1.13,2764695,14.12,52.1,36.2,"Salaried","Mortgage","Home_improvement",0,6311,"Male","No records",0
"6313",67390,18.25,494900,1.43,1050633,39.86,132.07,73.6,"Salaried","Mortgage","Home_improvement",1,6312,"Female","Grade 12",2
"6314",67394,17.75,594277,1.2,1226414,33.38,109.44,59.7,"Salaried","Mortgage","Vehicle",0,6313,"Female","Postgrad",0
"6315",67396,16.75,235721,1.56,137535,9.85,41.36,36.8,"Salaried","Own","Debt_consolidation",0,6314,"Female","Grade 12",0
"6316",67407,16.25,556129,1.72,218378,10.67,42.61,43.4,"Salaried","Rent","Vehicle",0,6315,"Female","Grade 12",2
"6317",67409,22.75,214282,1.01,173526,30.53,98.91,64.4,"Contract","Mortgage","Vehicle",1,6316,"Male","Diploma",1
"6318",67414,16.75,542091,1.45,1330352,13.14,49.57,38,"Salaried","Mortgage","Home_improvement",0,6317,"Female","No records",0
"6319",67421,20.75,198513,1.41,704367,38.04,122.68,62.4,"Salaried","Own","Debt_consolidation",0,6318,"Male","Diploma",0
"6320",67430,18.75,313265,1.71,205989,1.88,14.63,35.6,"Salaried","Mortgage","Vehicle",0,6319,"Female","Grade 12",2
"6321",67435,20.25,279619,1.62,728993,5.16,22.68,40.1,"Salaried","Rent","Vehicle",0,6320,"Male","Postgrad",2
"6322",67447,19.25,250521,1.14,713064,17.02,62.8,48.4,"Salaried","Own","Debt_consolidation",0,6321,"Female","Diploma",3
"6323",67449,22.75,691519,2.04,635809,0.74,14.29,33.1,"Salaried","Own","Debt_consolidation",0,6322,"Male","Diploma",1
"6324",67450,33.75,1624,0.66,1921,21.93,81.08,48.8,"Unemployed","Rent","Vehicle",1,6323,"Female","Grade 12",0
"6325",67453,21.25,1336793,2.52,4736334,12.42,48.86,42.2,"Self-employed","Own","Debt_consolidation",1,6324,"Male","Diploma",1
"6326",67454,16.75,548602,1.24,2006601,16.33,59,51.3,"Salaried","Mortgage","Home_improvement",1,6325,"Female","Grade 12",0
"6327",67457,19.25,255588,1.91,708178,33.27,107.25,60.6,"Salaried","Mortgage","Vehicle",1,6326,"Female","Grade 12",0
"6328",67462,19.25,246005,2.24,787120,39.73,132.36,72.3,"Salaried","Mortgage","Vehicle",0,6327,"Male","Degree",0
"6329",67470,16.75,253679,1.37,121312,5.06,27.4,29.3,"Salaried","Mortgage","Vehicle",0,6328,"Female","Degree",2
"6330",67474,19.75,2522555,2.08,1973793,34.07,115.14,58.4,"Self-employed","Mortgage","Vehicle",1,6329,"Male","Degree",0
"6331",67475,20.75,606206,1.18,1182460,6.18,24.98,31.8,"Salaried","Own","Debt_consolidation",0,6330,"Female","Diploma",3
"6332",67476,25.25,353010,1.81,369332,26.07,83.96,54.7,"Contract","Rent","Other",1,6331,"Male","Grade 12",0
"6333",67496,19.25,502789,1.51,1468383,13.05,52.52,45,"Salaried","Own","Debt_consolidation",0,6332,"Female","No records",0
"6334",67500,33.75,8469,0.41,31579,39.04,126.85,67.2,"Unemployed","Rent","Debt_consolidation",1,6333,"Male","Diploma",0
"6335",67508,34.25,6470,0.65,16806,6.69,26.3,35.3,"Unemployed","Rent","Home_improvement",1,6334,"Female","Diploma",1
"6336",67515,35,2885,0.54,10190,30.98,102.65,57.7,"Unemployed","Rent","Debt_consolidation",0,6335,"Female","Grade 12",0
"6337",67529,21.75,91573,1.62,295562,11.41,50,46.4,"Salaried","Rent","Other",0,6336,"Male","Grade 12",1
"6338",67531,16.75,460404,1.26,1428931,30.74,104.81,59.7,"Salaried","Mortgage","Home_improvement",0,6337,"Male","Diploma",2
"6339",67539,23.25,409680,1.63,7231019,33.64,112.1,66.6,"Self-employed","Mortgage","Debt_consolidation",1,6338,"Female","Grade 12",0
"6340",67542,21.25,675891,1.52,1446210,31.06,107.2,60,"Contract","Mortgage","Vehicle",1,6339,"Female","Diploma",0
"6341",67556,25.25,993130,1.54,2218573,27.55,91.55,61.3,"Self-employed","Rent","Other",1,6340,"Male","Diploma",2
"6342",67592,22.75,2009056,1.92,2810722,35.71,121.54,68.9,"Self-employed","Own","Debt_consolidation",0,6341,"Male","Postgrad",2
"6343",67598,32.25,5834,0.43,2758,36.82,125.13,65.8,"Unemployed","Rent","Other",0,6342,"Female","Degree",2
"6344",67632,21.75,353728,1.51,1104700,10.47,44.14,38.2,"Salaried","Rent","Other",0,6343,"Female","No records",2
"6345",67635,20.75,384715,1.75,1235978,38.99,130.08,65.5,"Salaried","Own","Debt_consolidation",0,6344,"Female","No records",2
"6346",67642,17.75,171423,1.66,204706,8.81,41.54,33.6,"Salaried","Mortgage","Vehicle",0,6345,"Female","Degree",0
"6347",67648,19.75,2758384,1.39,3611233,12.03,48.25,45.3,"Self-employed","Mortgage","Vehicle",0,6346,"Male","Diploma",1
"6348",67651,21.25,576963,1.91,990364,24.52,81.79,52.8,"Contract","Mortgage","Vehicle",1,6347,"Female","No records",1
"6349",67665,33.75,2051,0.42,6992,3.1,21.06,25.2,"Unemployed","Rent","Debt_consolidation",0,6348,"Female","Grade 12",3
"6350",67669,35,4033,0.49,10452,2.46,22.6,33.8,"Unemployed","Rent","Debt_consolidation",1,6349,"Female","No records",1
"6351",67679,19.25,208903,1.28,715983,19.54,67.51,53.8,"Salaried","Own","Debt_consolidation",0,6350,"Female","Degree",1
"6352",67680,16.75,344827,2.12,650630,22.07,80.75,51.1,"Salaried","Mortgage","Home_improvement",1,6351,"Female","No records",1
"6353",67705,19.75,409680,1.45,2745492,1.11,15.59,33.7,"Self-employed","Mortgage","Home_improvement",0,6352,"Female","Degree",0
"6354",67707,19.75,3348056,1.45,10726142,18.96,66.85,46.8,"Self-employed","Mortgage","Vehicle",0,6353,"Female","Grade 12",1
"6355",67708,22.75,1362916,1.99,2836957,5.27,22.71,33,"Self-employed","Own","Debt_consolidation",0,6354,"Male","Diploma",0
"6356",67714,17.75,113672,1.57,276684,24.99,84.01,51.2,"Salaried","Mortgage","Vehicle",1,6355,"Female","Degree",2
"6357",67718,16.75,175604,1.38,523696,24.21,76.92,52.4,"Salaried","Mortgage","Home_improvement",1,6356,"Male","No records",1
"6358",67730,19.75,1769261,1.62,4039566,27.63,88.86,58.2,"Self-employed","Mortgage","Vehicle",1,6357,"Female","No records",0
"6359",67739,18.25,501512,1.74,1544516,36.28,116.37,62,"Salaried","Mortgage","Home_improvement",0,6358,"Female","Diploma",2
"6360",67741,16.75,155186,1.56,76788,33.61,109.16,56.2,"Salaried","Own","Debt_consolidation",1,6359,"Male","No records",1
"6361",67747,23.25,695637,1.56,603201,5.43,26.21,39.7,"Salaried","Rent","Other",1,6360,"Male","Diploma",0
"6362",67753,19.25,442129,1.51,192527,29.7,97.65,53.6,"Salaried","Rent","Other",0,6361,"Female","Diploma",1
"6363",67759,17.75,298715,1.53,788241,32.12,107.8,54.6,"Salaried","Mortgage","Vehicle",1,6362,"Male","No records",1
"6364",67764,20.25,190806,1.02,449099,1.17,11.08,35.4,"Salaried","Mortgage","Home_improvement",0,6363,"Female","Diploma",0
"6365",67774,18.25,134068,1.59,161060,27.13,94.13,60.6,"Salaried","Mortgage","Home_improvement",0,6364,"Female","No records",0
"6366",67779,19.25,444400,1.15,454551,33.73,109.72,62.4,"Salaried","Mortgage","Vehicle",0,6365,"Female","Grade 12",1
"6367",67793,16.25,451047,1.39,143530,3.47,21.1,36.8,"Salaried","Rent","Vehicle",0,6366,"Female","Grade 12",1
"6368",67816,35,2123,0.49,2073,3.3,10.75,28.6,"Unemployed","Rent","Debt_consolidation",0,6367,"Female","Grade 12",0
"6369",67823,25.25,717664,1.56,927590,35.93,112.6,65.7,"Self-employed","Rent","Other",1,6368,"Female","No records",0
"6370",67837,20.25,316979,1.36,1177207,39.42,127.53,73.3,"Salaried","Rent","Vehicle",0,6369,"Male","Grade 12",1
"6371",67838,23.75,2310217,1.83,8605016,23.76,82.61,58.4,"Self-employed","Rent","Other",0,6370,"Female","Grade 12",0
"6372",67853,25.25,583463,2.25,500574,12.81,44.51,44.9,"Contract","Rent","Other",1,6371,"Female","Diploma",0
"6373",67870,24.75,509001,1.71,1143416,3.48,21.2,35.2,"Contract","Mortgage","Debt_consolidation",0,6372,"Male","Diploma",0
"6374",67872,19.25,267372,1.73,1008497,3.52,19.38,36.7,"Salaried","Mortgage","Vehicle",0,6373,"Male","Grade 12",0
"6375",67876,18.75,438350,1.67,1602998,26.69,95.91,49.8,"Salaried","Rent","Vehicle",1,6374,"Female","Grade 12",0
"6376",67886,19.25,255469,1.81,957027,6.64,31,37.4,"Salaried","Mortgage","Vehicle",1,6375,"Male","Grade 12",1
"6377",67895,21.25,443729,1.75,1606678,27.21,92.26,56.2,"Contract","Mortgage","Vehicle",1,6376,"Male","Diploma",0
"6378",67899,17.75,543448,1.09,1334935,14.48,52.26,36.7,"Salaried","Mortgage","Vehicle",0,6377,"Male","No records",0
"6379",67902,20.25,358999,1.19,1307244,28.01,91.17,60.4,"Salaried","Rent","Vehicle",0,6378,"Female","Degree",0
"6380",67910,19.25,248244,1.37,512636,11.01,44.24,44.6,"Salaried","Own","Debt_consolidation",0,6379,"Female","No records",1
"6381",67917,21.75,1675485,1.95,2188585,27.4,91.47,50.3,"Self-employed","Mortgage","Debt_consolidation",1,6380,"Male","Diploma",0
"6382",67919,18.75,635651,1.22,909827,15.07,52.16,46.3,"Salaried","Rent","Vehicle",1,6381,"Female","Diploma",1
"6383",67920,16.75,757522,2.21,2160207,17.02,61.03,48.1,"Salaried","Mortgage","Home_improvement",1,6382,"Female","No records",3
"6384",67922,18.25,345598,0.88,552695,3,17.79,27.8,"Salaried","Mortgage","Home_improvement",0,6383,"Female","Degree",3
"6385",67934,22.75,1272471,1.99,4163997,36.39,120.55,61.6,"Self-employed","Own","Debt_consolidation",1,6384,"Female","Diploma",0
"6386",67938,17.75,205694,1.5,461949,8.87,39.26,43.8,"Salaried","Mortgage","Vehicle",0,6385,"Female","No records",0
"6387",67947,19.25,159305,1.57,226898,5.64,28.33,36.3,"Salaried","Mortgage","Vehicle",0,6386,"Male","No records",0
"6388",67949,16.25,1164043,2.01,420628,22.68,75.2,55.5,"Self-employed","Mortgage","Home_improvement",1,6387,"Female","Diploma",1
"6389",67951,18.75,845139,1.18,474616,24.36,78.31,53.3,"Contract","Mortgage","Vehicle",0,6388,"Male","Grade 12",0
"6390",67957,19.25,394418,1.43,1025747,13.91,59.25,39.2,"Salaried","Own","Debt_consolidation",0,6389,"Female","Diploma",3
"6391",67968,18.25,256622,1.12,455308,33.34,108.55,67.4,"Salaried","Mortgage","Home_improvement",0,6390,"Male","No records",1
"6392",67973,27.25,3076278,1.97,320727,0.92,13.25,31.5,"Self-employed","Rent","Other",0,6391,"Female","Grade 12",0
"6393",67979,23.25,242730,1.62,272126,32.89,105.74,65.2,"Salaried","Rent","Other",0,6392,"Male","Grade 12",1
"6394",67984,16.75,510309,1.14,1235660,8.49,35.31,34.8,"Salaried","Mortgage","Home_improvement",0,6393,"Female","Diploma",1
"6395",67986,16.75,249568,1.76,219907,20.25,68.61,47.2,"Salaried","Mortgage","Home_improvement",0,6394,"Male","Grade 12",1
"6396",68007,25.25,1142880,2.06,2212997,6.09,33.76,38,"Self-employed","Rent","Other",0,6395,"Male","Grade 12",0
"6397",68013,22.25,519668,2.25,1322599,25.62,86.41,53.1,"Contract","Rent","Vehicle",1,6396,"Female","No records",0
"6398",68017,16.75,119846,1.63,295535,18.76,65.3,52.4,"Salaried","Mortgage","Home_improvement",0,6397,"Male","Grade 12",4
"6399",68023,21.25,762592,1.82,2017571,7.16,32.68,31.6,"Self-employed","Own","Debt_consolidation",1,6398,"Male","No records",2
"6400",68028,19.25,328835,1.28,160531,18.98,69.98,42.8,"Salaried","Rent","Other",0,6399,"Female","Postgrad",0
"6401",68036,17.75,323675,1.48,1152152,31.04,106.14,57,"Salaried","Mortgage","Vehicle",0,6400,"Male","Grade 12",0
"6402",68044,20.25,1727652,2.02,5579034,5.17,27.99,39,"Self-employed","Mortgage","Home_improvement",1,6401,"Female","Diploma",0
"6403",68054,31.25,6212,0.36,19812,6.03,27.6,30,"Unemployed","Rent","Debt_consolidation",0,6402,"Female","Grade 12",0
"6404",68061,18.25,348835,2.01,839692,38.73,127.47,63.7,"Salaried","Mortgage","Home_improvement",0,6403,"Male","Diploma",1
"6405",68084,24.75,363894,1.58,289974,33.28,106.66,68,"Contract","Mortgage","Debt_consolidation",1,6404,"Male","Grade 12",0
"6406",68100,25.25,2979147,2.26,320727,34.41,107.52,63.6,"Self-employed","Rent","Other",1,6405,"Male","Degree",0
"6407",68101,18.25,414568,1.71,765347,36.25,116.17,65.3,"Salaried","Mortgage","Home_improvement",0,6406,"Female","Grade 12",0
"6408",68114,25.25,452528,1.34,1694502,0.1,5.86,34,"Salaried","Rent","Other",0,6407,"Female","Grade 12",1
"6409",68124,16.75,377260,0.9,487027,11.81,46.45,43.4,"Salaried","Mortgage","Home_improvement",0,6408,"Male","Degree",0
"6410",68135,19.25,350431,1.59,663387,31.45,103.87,63.6,"Salaried","Mortgage","Vehicle",0,6409,"Male","Grade 12",0
"6411",68147,22.75,1201264,1.3,3715335,20.48,74.97,45.3,"Contract","Own","Debt_consolidation",0,6410,"Male","No records",1
"6412",68155,16.25,307213,1.48,130406,15.96,51.87,45.9,"Salaried","Rent","Vehicle",0,6411,"Female","No records",1
"6413",68165,23.75,3299095,2.63,4527942,10.95,45.73,41.4,"Self-employed","Rent","Other",1,6412,"Female","Diploma",0
"6414",68180,21.25,972481,1.73,3130528,29.43,95.79,60.1,"Self-employed","Mortgage","Vehicle",1,6413,"Male","No records",1
"6415",68186,35,5478,0.56,8876,19.87,70.4,52.1,"Unemployed","Rent","Debt_consolidation",0,6414,"Male","Grade 12",0
"6416",68202,21.25,1845703,1.64,3594684,8.35,30.2,30.6,"Self-employed","Own","Debt_consolidation",1,6415,"Male","Grade 12",1
"6417",68212,19.75,1501086,1.87,5266410,14.39,54.21,49.3,"Self-employed","Mortgage","Vehicle",0,6416,"Female","Degree",3
"6418",68215,22.25,566280,1.66,946863,1.06,13.8,26.3,"Salaried","Rent","Vehicle",0,6417,"Female","Grade 12",2
"6419",68231,20.25,2067220,1.59,4243895,3.61,21.66,34.5,"Self-employed","Mortgage","Home_improvement",1,6418,"Male","Diploma",2
"6420",68251,18.75,1954523,1.32,778832,18.48,65.68,46.8,"Self-employed","Own","Debt_consolidation",0,6419,"Male","Diploma",0
"6421",68277,18.75,319779,1.5,453362,24.52,85.73,56.4,"Salaried","Rent","Vehicle",1,6420,"Male","Grade 12",0
"6422",68284,25.25,409680,2.35,2489742,4.91,26.63,28.4,"Self-employed","Rent","Other",0,6421,"Female","Grade 12",0
"6423",68285,16.75,419620,1.84,1381189,14.05,56.7,40.6,"Salaried","Mortgage","Home_improvement",1,6422,"Female","Grade 12",0
"6424",68289,18.75,392829,1.22,406282,8.24,31.74,42.8,"Salaried","Rent","Vehicle",1,6423,"Male","Degree",1
"6425",68290,19.25,151971,1.66,114595,26.55,86.54,61.1,"Salaried","Mortgage","Vehicle",1,6424,"Female","Diploma",0
"6426",68302,17.75,712366,1.4,2495794,14.07,53.71,38.7,"Salaried","Mortgage","Vehicle",0,6425,"Male","No records",0
"6427",68306,23.75,273329,1.57,618285,4.4,27.54,36.9,"Contract","Rent","Vehicle",1,6426,"Female","Diploma",0
"6428",68307,23.25,766797,1.77,1605260,17.34,64.31,50.7,"Contract","Mortgage","Debt_consolidation",1,6427,"Female","Grade 12",0
"6429",68310,17.75,427925,1.5,1084767,34.13,111,57.7,"Salaried","Mortgage","Vehicle",0,6428,"Female","Diploma",0
"6430",68325,19.75,1069485,1.66,339816,14.87,52.65,38.8,"Self-employed","Rent","Other",1,6429,"Female","Diploma",0
"6431",68340,24.75,855513,1.31,574861,1.59,11.62,27.1,"Contract","Mortgage","Vehicle",1,6430,"Male","No records",1
"6432",68343,14.25,409320,1.52,157774,22.05,78.61,52.5,"Salaried","Mortgage","Home_improvement",0,6431,"Male","Diploma",3
"6433",68349,16.75,498562,1.67,1148824,18.72,66.17,45.8,"Salaried","Mortgage","Home_improvement",0,6432,"Male","Degree",0
"6434",68354,18.75,86113,1.5,124253,18.1,66.18,49.5,"Salaried","Rent","Vehicle",0,6433,"Female","Diploma",0
"6435",68356,20.75,369311,1.33,431038,39.11,131.13,73.4,"Salaried","Own","Debt_consolidation",1,6434,"Female","Diploma",2
"6436",68367,19.75,1743536,1.82,3706834,29.97,99.37,52,"Self-employed","Mortgage","Vehicle",0,6435,"Male","Degree",0
"6437",68378,20.75,158005,1.42,464371,4.05,20.37,27.5,"Salaried","Own","Debt_consolidation",0,6436,"Male","Grade 12",2
"6438",68379,18.75,426358,0.94,814873,32.8,107.37,55.1,"Salaried","Rent","Vehicle",0,6437,"Male","Degree",0
"6439",68382,22.75,490879,1.74,594119,35.63,117.78,66.2,"Self-employed","Own","Debt_consolidation",1,6438,"Male","Grade 12",0
"6440",68391,18.75,548471,1.64,534062,22.98,78.44,55.1,"Salaried","Rent","Vehicle",0,6439,"Male","Degree",0
"6441",68394,19.25,353697,1.71,1142572,33.36,111.18,56.4,"Salaried","Own","Debt_consolidation",1,6440,"Female","No records",2
"6442",68402,21.25,3359941,2.41,6214301,9.75,31.72,34.9,"Self-employed","Own","Debt_consolidation",0,6441,"Female","Diploma",0
"6443",68404,17.75,250851,1.19,577760,17.59,64.67,44.2,"Salaried","Mortgage","Vehicle",1,6442,"Female","Grade 12",0
"6444",68428,21.25,1441737,1.85,1800253,33.37,110.49,63.9,"Self-employed","Mortgage","Vehicle",1,6443,"Male","Grade 12",0
"6445",68479,20.75,205632,1.37,653443,6.1,30.76,31.4,"Salaried","Own","Debt_consolidation",1,6444,"Male","No records",0
"6446",68490,16.25,493639,1.53,194524,19.23,73.29,53.6,"Salaried","Rent","Vehicle",0,6445,"Female","No records",2
"6447",68498,16.75,470406,1.92,357013,28.6,92.42,56.1,"Salaried","Mortgage","Home_improvement",1,6446,"Female","Grade 12",2
"6448",68510,20.25,959832,1.91,1919816,4.57,18.14,29.1,"Self-employed","Mortgage","Home_improvement",0,6447,"Male","No records",0
"6449",68531,16.75,136073,1.75,421130,16.96,64.59,47,"Salaried","Mortgage","Home_improvement",1,6448,"Male","Diploma",0
"6450",68546,18.75,216224,1.27,455206,17.94,68.96,40.2,"Salaried","Rent","Vehicle",0,6449,"Male","No records",1
"6451",68550,18.25,521454,1.55,1488859,33.86,114.06,64.2,"Salaried","Mortgage","Home_improvement",0,6450,"Male","Grade 12",2
"6452",68567,19.25,479899,1.44,508206,38.66,128.86,73.6,"Salaried","Mortgage","Vehicle",1,6451,"Female","Diploma",3
"6453",68569,19.75,1792672,1.09,4919088,15.15,55.79,40.6,"Self-employed","Mortgage","Vehicle",1,6452,"Female","No records",0
"6454",68574,35,6766,0.68,17053,2.81,19.15,37,"Unemployed","Rent","Debt_consolidation",0,6453,"Male","Grade 12",0
"6455",68579,18.25,337435,1.45,543896,3.65,17.63,29,"Salaried","Mortgage","Home_improvement",0,6454,"Female","Diploma",2
"6456",68587,23.75,2798302,1.52,9033041,25.63,91.1,53.2,"Self-employed","Rent","Other",1,6455,"Female","Grade 12",2
"6457",68600,21.25,2434163,2.29,6211370,31.33,103.48,60.5,"Self-employed","Mortgage","Vehicle",0,6456,"Male","Postgrad",0
"6458",68610,23.75,205073,1.34,246819,1.68,9.66,24.4,"Salaried","Rent","Vehicle",1,6457,"Female","Grade 12",0
"6459",68611,22.75,264136,2.14,271240,2.86,15.54,25,"Salaried","Own","Debt_consolidation",0,6458,"Female","Grade 12",1
"6460",68652,19.25,395970,1.34,1453256,11.26,40.89,40.2,"Salaried","Own","Debt_consolidation",0,6459,"Male","Degree",0
"6461",68663,19.25,167062,0.9,523718,37.66,123.21,69.1,"Salaried","Mortgage","Vehicle",1,6460,"Male","Grade 12",0
