ID,Gender,Education,Offences
80715,Male,Diploma,2
80721,Male,No records,2
80729,Female,No records,0
80746,Female,Diploma,1
80749,Female,Grade 12,0
80751,Female,Grade 12,0
80754,Male,Postgrad,0
80760,Female,No records,0
80769,Female,Degree,2
80771,Male,Postgrad,2
80775,Female,Diploma,0
80783,Female,No records,1
80794,Female,Grade 12,1
80795,Male,Grade 12,0
80797,Male,Degree,2
80818,Female,No records,2
80829,Male,Postgrad,1
80836,Female,Grade 12,2
80848,Female,Grade 12,1
80863,Female,Diploma,2
80866,Male,Diploma,0
80868,Male,Degree,2
80879,Female,Grade 12,1
80896,Female,No records,0
80922,Female,Grade 12,0
80948,Male,No records,0
80949,Female,No records,1
80961,Female,No records,0
80972,Male,Grade 12,1
80977,Female,Grade 12,0
80981,Male,Grade 12,1
80997,Male,Diploma,0
80999,Female,Diploma,2
81004,Female,Diploma,0
81013,Female,Grade 12,2
81036,Female,Grade 12,0
81039,Male,Diploma,2
81043,Male,Postgrad,2
81056,Male,Diploma,0
81081,Female,Diploma,0
81082,Female,Grade 12,0
81085,Female,Grade 12,0
81090,Female,Grade 12,1
81111,Male,No records,0
81125,Female,Diploma,2
81136,Male,Degree,0
81150,Male,No records,0
81153,Male,No records,1
81155,Male,Degree,0
81157,Female,Degree,1
81183,Female,No records,0
81185,Male,Diploma,2
81197,Female,Diploma,0
81200,Female,Diploma,0
81204,Male,No records,2
81210,Female,Postgrad,2
81225,Male,Grade 12,0
81247,Male,Grade 12,0
81248,Female,Grade 12,0
81257,Male,Grade 12,0
81265,Female,Diploma,0
81271,Male,No records,0
81274,Female,Diploma,3
81277,Male,No records,3
81294,Male,Grade 12,0
81295,Female,Diploma,0
81296,Female,Grade 12,0
81338,Male,No records,0
81342,Female,Grade 12,0
81348,Male,No records,2
81357,Female,Degree,0
81360,Male,Degree,0
81367,Male,Grade 12,0
81368,Female,Diploma,0
81370,Female,Diploma,0
81381,Female,Grade 12,0
81390,Female,Diploma,1
81399,Male,No records,0
81401,Female,Postgrad,2
81402,Female,Diploma,0
81403,Male,Diploma,0
81417,Female,Grade 12,0
81434,Female,Postgrad,1
81442,Female,Grade 12,0
81460,Female,Degree,0
81468,Female,Degree,1
81476,Male,Grade 12,0
81484,Male,Grade 12,2
81490,Female,Diploma,0
81504,Male,No records,0
81505,Male,No records,0
81543,Male,Grade 12,0
81565,Female,Grade 12,0
81566,Male,Grade 12,1
81570,Male,Grade 12,3
81573,Male,Grade 12,2
81575,Female,Diploma,0
81581,Female,Grade 12,0
81591,Male,Grade 12,0
81614,Female,Diploma,1
81618,Female,Grade 12,2
81619,Male,Diploma,1
81627,Male,Grade 12,0
81633,Female,No records,0
81640,Female,No records,0
81645,Female,Grade 12,0
81648,Female,Degree,0
81657,Male,Diploma,0
81673,Female,Grade 12,0
81676,Male,No records,2
81677,Female,Diploma,0
81689,Female,No records,0
81713,Female,Grade 12,0
81718,Female,Degree,2
81722,Female,Grade 12,0
81736,Male,Diploma,1
81757,Male,Degree,0
81760,Female,Grade 12,0
81764,Male,Postgrad,0
81771,Male,No records,0
81782,Female,Diploma,1
81783,Male,No records,1
81810,Female,Diploma,0
81821,Male,No records,0
81837,Male,Grade 12,3
81840,Female,Diploma,0
81843,Female,Postgrad,2
81855,Female,Diploma,0
81869,Male,Diploma,0
81889,Male,Grade 12,0
81892,Male,No records,0
81896,Male,Diploma,2
81920,Female,No records,0
81926,Male,Grade 12,0
81936,Female,Grade 12,4
81955,Female,Diploma,0
81963,Female,Diploma,0
81968,Female,Degree,0
81970,Female,Grade 12,1
81980,Male,Degree,1
81985,Female,Diploma,0
81987,Male,No records,0
81988,Male,No records,0
81994,Female,Degree,0
82000,Male,Grade 12,1
82009,Male,Diploma,1
82044,Female,Grade 12,2
82057,Female,Diploma,0
82062,Female,Diploma,0
82064,Female,Grade 12,0
82071,Male,Diploma,1
82075,Male,Degree,1
82078,Female,Diploma,0
82079,Male,Degree,0
82084,Female,Postgrad,0
82092,Male,Grade 12,1
82110,Male,Grade 12,1
82113,Female,Grade 12,0
82129,Female,Grade 12,0
82136,Male,Grade 12,1
82137,Female,Grade 12,1
82149,Female,No records,1
82174,Male,Postgrad,1
82179,Female,Diploma,2
82182,Female,Grade 12,1
82189,Male,Diploma,1
82199,Male,Degree,3
82202,Female,Grade 12,2
82209,Female,Grade 12,0
82218,Male,Grade 12,0
82220,Female,Degree,0
82224,Male,Degree,0
82226,Female,No records,0
82230,Male,Grade 12,0
82240,Male,Grade 12,1
82241,Female,Grade 12,0
82245,Female,No records,0
82252,Female,Diploma,0
82253,Female,Degree,0
82275,Male,Grade 12,0
82290,Male,Degree,3
82295,Female,Degree,4
82302,Male,Diploma,0
82323,Male,Grade 12,0
82334,Female,Grade 12,0
82344,Female,Grade 12,2
82354,Female,Grade 12,0
82360,Male,Diploma,0
82362,Male,Grade 12,3
82371,Male,Grade 12,0
82378,Female,Grade 12,1
82379,Female,No records,2
82402,Female,No records,1
82441,Female,Diploma,1
82449,Male,Grade 12,2
82505,Female,No records,1
82507,Female,No records,0
82513,Male,Grade 12,1
82546,Male,No records,0
82569,Male,Postgrad,0
82580,Female,Degree,1
82582,Female,Grade 12,0
82593,Female,Postgrad,2
82599,Female,Diploma,4
82623,Female,Grade 12,0
82637,Male,Diploma,0
82647,Male,Diploma,2
82655,Female,Degree,2
82660,Female,Grade 12,0
82662,Female,Degree,1
82684,Male,Degree,0
82725,Male,Diploma,0
82735,Male,Grade 12,1
82739,Male,Grade 12,0
82749,Male,Diploma,1
82762,Male,Diploma,0
82763,Male,Grade 12,2
82777,Male,Diploma,1
82779,Male,Diploma,1
82806,Female,Grade 12,2
82826,Male,No records,2
82844,Male,No records,0
82860,Male,Grade 12,1
82891,Female,Grade 12,0
82895,Female,Degree,1
82901,Male,Grade 12,1
82903,Male,Grade 12,1
82904,Female,Diploma,0
82912,Female,Degree,0
82931,Male,Grade 12,0
82933,Male,Grade 12,0
82949,Male,Grade 12,2
82964,Male,Grade 12,0
82965,Male,Degree,0
82967,Female,Degree,0
82982,Male,No records,1
82984,Male,Diploma,1
82986,Female,Grade 12,0
82989,Male,Diploma,1
82992,Male,Postgrad,1
82994,Female,Degree,1
82998,Male,No records,1
83001,Female,No records,1
83003,Female,Diploma,0
83007,Male,Diploma,1
83011,Male,No records,0
83015,Male,Grade 12,0
83017,Male,No records,0
83026,Female,No records,0
83027,Male,No records,0
83031,Female,Diploma,1
83066,Female,No records,0
83070,Male,No records,0
83071,Female,Grade 12,2
83075,Male,Grade 12,1
83079,Female,Grade 12,0
83103,Female,Grade 12,1
83105,Female,Grade 12,1
83123,Male,Postgrad,0
83124,Female,Grade 12,0
83131,Female,Degree,1
83135,Female,Grade 12,0
83137,Male,Grade 12,1
83163,Male,Degree,1
83174,Female,Grade 12,2
83178,Male,No records,0
83191,Male,Diploma,0
83208,Male,Diploma,0
83209,Male,Grade 12,0
83214,Male,Postgrad,3
83215,Male,Degree,0
83216,Male,Degree,3
83218,Male,Diploma,1
83244,Male,No records,0
83251,Female,Degree,1
83252,Male,Diploma,0
83263,Male,Diploma,0
83280,Male,Diploma,0
83294,Female,Degree,0
83300,Female,No records,0
83310,Female,No records,0
83312,Male,Grade 12,0
83336,Male,Grade 12,1
83338,Male,No records,1
83344,Male,Grade 12,0
83352,Female,No records,0
83361,Female,Diploma,2
83366,Female,No records,0
83367,Male,Grade 12,1
83379,Male,Diploma,0
83383,Male,Grade 12,0
83390,Female,Grade 12,1
83399,Female,No records,0
83408,Female,Grade 12,1
83427,Male,No records,4
83431,Female,Grade 12,0
83436,Male,Grade 12,0
83446,Male,Grade 12,1
83457,Male,Diploma,0
83460,Male,Degree,0
83480,Male,Grade 12,0
83490,Female,No records,0
83520,Male,Diploma,0
83523,Female,Degree,0
83553,Male,Degree,0
83562,Male,Grade 12,2
83568,Male,Degree,0
83593,Male,Grade 12,0
83594,Male,Grade 12,1
83606,Male,No records,1
83626,Female,Diploma,0
83633,Male,Grade 12,0
83642,Female,Diploma,0
83648,Female,No records,3
83655,Female,Diploma,1
83663,Male,Grade 12,0
83666,Female,Grade 12,0
83693,Male,Diploma,0
83697,Male,Diploma,0
83713,Male,Degree,2
83717,Male,No records,0
83723,Female,No records,0
83725,Female,Degree,3
83728,Male,Diploma,0
83733,Male,Grade 12,0
83738,Male,Grade 12,0
83745,Male,No records,3
83750,Female,Grade 12,0
83757,Male,Diploma,0
83760,Female,No records,1
83761,Female,Grade 12,1
83776,Female,Grade 12,0
83791,Male,Postgrad,1
83817,Female,Grade 12,0
83835,Female,Grade 12,0
83844,Male,Postgrad,0
83847,Female,Grade 12,0
83860,Male,Grade 12,0
83861,Female,Diploma,2
83862,Female,Grade 12,2
83867,Female,No records,0
83871,Female,Degree,2
83880,Male,Diploma,3
83893,Male,Grade 12,2
83905,Male,Grade 12,2
83907,Male,Grade 12,0
83921,Female,Grade 12,2
83923,Female,Diploma,2
83927,Female,No records,2
83933,Female,No records,3
83943,Male,Grade 12,4
83948,Female,No records,1
83951,Female,Diploma,0
83962,Male,Degree,0
83970,Female,Diploma,2
83986,Male,Diploma,0
84013,Male,Degree,0
84023,Female,Diploma,0
84035,Male,No records,0
84043,Male,No records,1
84046,Female,No records,0
84047,Male,No records,0
84061,Male,Degree,0
84068,Female,No records,2
84083,Male,No records,2
84088,Male,Grade 12,0
84091,Female,Grade 12,2
84097,Male,Grade 12,0
84099,Female,Diploma,2
84117,Female,Degree,1
84134,Male,Grade 12,3
84154,Male,Diploma,0
84158,Female,Grade 12,0
84163,Male,Grade 12,0
84168,Male,Degree,2
84170,Male,Diploma,1
84178,Female,Degree,0
84217,Male,Grade 12,0
84224,Male,No records,0
84232,Male,Degree,0
84239,Male,Diploma,0
84241,Female,Diploma,0
84252,Male,Diploma,0
84261,Female,Diploma,1
84309,Female,Grade 12,1
84311,Female,No records,2
84322,Male,No records,0
84325,Male,Diploma,0
84355,Male,Grade 12,1
84410,Female,Grade 12,0
84417,Male,Grade 12,0
84419,Female,Grade 12,0
84420,Male,No records,2
84429,Female,Grade 12,1
84439,Male,Grade 12,1
84444,Male,Grade 12,0
84448,Male,No records,0
84449,Female,Diploma,3
84462,Female,Diploma,0
84464,Female,No records,0
84480,Female,Diploma,0
84503,Male,Grade 12,2
84509,Female,Diploma,0
84510,Male,Grade 12,0
84523,Male,Grade 12,2
84526,Female,Degree,0
84545,Male,Postgrad,2
84546,Female,Diploma,0
84555,Female,Grade 12,0
84559,Female,No records,0
84560,Female,Postgrad,0
84574,Male,Grade 12,3
84581,Female,Diploma,0
84599,Female,Postgrad,0
84604,Male,Diploma,1
84606,Male,Diploma,0
84609,Female,No records,3
84619,Male,Postgrad,1
84622,Male,No records,0
84634,Male,No records,0
84638,Male,Grade 12,3
84651,Male,Grade 12,0
84671,Female,Diploma,2
84700,Female,No records,0
84702,Male,Diploma,0
84710,Female,No records,0
84714,Female,Grade 12,0
84715,Female,Degree,0
84717,Female,Grade 12,1
84723,Female,No records,0
84736,Female,Grade 12,2
84745,Female,Grade 12,3
84748,Female,No records,1
84761,Male,Grade 12,0
84772,Male,Grade 12,1
84773,Male,Diploma,0
84793,Female,Grade 12,0
84820,Male,Degree,0
84822,Male,Grade 12,0
84829,Female,Diploma,0
84836,Female,Grade 12,2
84849,Female,Postgrad,0
84864,Male,No records,0
84865,Female,Diploma,0
84880,Male,No records,0
84883,Male,Grade 12,0
84911,Female,Grade 12,2
84915,Female,Postgrad,1
84923,Male,Grade 12,0
84926,Male,Grade 12,2
84937,Male,Diploma,1
84946,Male,Degree,0
84949,Female,Postgrad,0
84956,Male,Degree,2
84964,Male,Postgrad,0
84969,Male,Grade 12,0
84982,Female,Diploma,0
84999,Male,No records,0
85032,Male,Grade 12,0
85034,Male,Degree,1
85053,Female,Postgrad,0
85064,Female,No records,0
85074,Male,Degree,0
85077,Male,Grade 12,0
85081,Female,Grade 12,1
85089,Female,Diploma,0
85120,Male,Grade 12,3
85125,Male,Grade 12,1
85128,Male,No records,0
85137,Male,Diploma,0
85141,Male,Diploma,0
85142,Female,No records,0
85144,Female,Grade 12,0
85152,Female,Grade 12,1
85158,Male,Diploma,2
85203,Male,Diploma,0
85204,Female,Degree,0
85209,Male,Diploma,1
85217,Female,Diploma,0
85221,Male,Grade 12,0
85225,Female,Degree,0
85227,Male,No records,0
85240,Male,Grade 12,0
85243,Male,Diploma,0
85245,Female,Diploma,0
85246,Male,Diploma,0
85248,Female,Degree,0
85250,Male,Diploma,0
85256,Male,Diploma,0
85257,Female,Postgrad,0
85262,Female,Diploma,0
85264,Male,Degree,3
85282,Male,Diploma,0
85288,Female,No records,2
85289,Male,Grade 12,0
85305,Male,No records,0
85317,Male,Grade 12,0
85318,Female,Diploma,3
85331,Female,Grade 12,0
85332,Male,Diploma,0
85350,Female,Grade 12,1
85364,Male,No records,0
85376,Male,Degree,0
85386,Female,Degree,0
85392,Male,Grade 12,1
85416,Female,No records,0
85422,Female,Diploma,0
85423,Male,Grade 12,0
85432,Female,Degree,0
85440,Female,Grade 12,2
85453,Male,Grade 12,2
85468,Female,Diploma,0
85481,Male,Grade 12,2
85499,Female,Postgrad,0
85514,Male,Diploma,2
85520,Male,Grade 12,0
85521,Female,Diploma,0
85522,Male,Diploma,0
85530,Male,Diploma,0
85535,Female,Grade 12,0
85547,Male,Grade 12,0
85558,Female,Grade 12,0
85562,Female,Grade 12,0
85573,Male,Diploma,0
85582,Male,No records,0
85588,Male,Grade 12,0
85601,Male,Grade 12,1
85606,Male,Grade 12,2
85607,Male,Degree,2
85635,Male,Diploma,0
85645,Male,No records,2
85649,Female,Grade 12,0
85656,Female,Grade 12,0
85658,Female,No records,0
85663,Female,Grade 12,2
85671,Female,Postgrad,3
85678,Male,Grade 12,2
85679,Female,Postgrad,0
85681,Male,Degree,2
85697,Female,No records,2
85704,Female,No records,1
85726,Male,Diploma,0
85734,Female,Diploma,0
85740,Female,No records,0
85760,Male,Diploma,0
85768,Male,Grade 12,0
85774,Female,Degree,2
85780,Male,Grade 12,0
85788,Male,Diploma,0
85797,Male,Grade 12,0
85805,Female,Diploma,2
85809,Male,Grade 12,0
85811,Female,Diploma,0
85816,Female,No records,0
85820,Male,Diploma,0
85823,Male,Grade 12,1
85834,Female,Grade 12,0
85838,Male,Degree,0
85840,Female,Diploma,0
85879,Female,Grade 12,2
85895,Female,Postgrad,0
85897,Female,Grade 12,0
85903,Male,Diploma,0
85909,Female,Degree,2
85911,Female,No records,1
85916,Female,No records,0
85920,Female,Diploma,0
85927,Male,Diploma,0
85929,Female,Degree,2
85943,Male,Grade 12,0
85951,Female,No records,3
85961,Male,Diploma,2
85971,Female,Diploma,0
85973,Male,Diploma,0
85977,Female,Diploma,1
86013,Female,Diploma,1
86031,Female,Grade 12,1
86032,Male,No records,0
86036,Male,Grade 12,0
86046,Female,Postgrad,2
86049,Male,No records,0
86061,Male,Grade 12,2
86067,Male,Diploma,0
86075,Male,Diploma,0
86094,Male,Degree,0
86096,Female,Grade 12,0
86100,Male,Grade 12,1
86111,Male,Grade 12,0
86115,Female,Grade 12,0
86118,Male,Degree,2
86120,Male,Grade 12,0
86146,Female,Diploma,0
86152,Male,Grade 12,1
86155,Female,Grade 12,1
86159,Female,No records,1
86164,Male,Diploma,0
86168,Female,Diploma,0
86173,Male,Grade 12,0
86175,Female,No records,0
86191,Male,Postgrad,2
86198,Female,Degree,0
86202,Female,Diploma,1
86203,Female,Grade 12,0
86205,Male,Postgrad,0
86217,Female,Degree,0
86228,Female,Grade 12,0
86229,Female,Postgrad,0
86233,Male,Grade 12,1
86244,Male,Diploma,0
86248,Male,Grade 12,3
86252,Male,Diploma,0
86260,Male,Grade 12,0
86265,Female,No records,1
86309,Female,Diploma,2
86318,Male,Degree,3
86342,Male,Grade 12,0
86347,Female,Degree,3
86354,Female,No records,3
86362,Male,No records,1
86371,Male,Diploma,0
86385,Female,Diploma,2
86387,Male,Grade 12,0
86402,Male,No records,0
86404,Female,Grade 12,0
86409,Male,Grade 12,0
86424,Male,Degree,3
86431,Male,Grade 12,2
86435,Male,Grade 12,0
86436,Female,Grade 12,0
86437,Male,Diploma,0
86441,Female,Grade 12,0
86445,Female,Grade 12,1
86448,Male,Grade 12,0
86457,Female,Diploma,0
86464,Male,No records,1
86468,Male,No records,1
86474,Male,Degree,0
86491,Female,Degree,2
86493,Male,Diploma,0
86494,Male,No records,2
86497,Female,Diploma,0
86512,Male,Grade 12,1
86518,Male,Grade 12,0
86526,Female,Diploma,0
86531,Female,Diploma,0
86539,Male,Diploma,1
86544,Male,Grade 12,4
86549,Male,Grade 12,0
86556,Female,Grade 12,0
86563,Male,Degree,3
86566,Female,Grade 12,0
86574,Female,Diploma,0
86592,Female,Grade 12,0
86597,Male,Grade 12,0
86608,Male,Diploma,0
86627,Male,No records,0
86638,Male,Degree,1
86640,Male,Grade 12,1
86652,Male,Postgrad,1
86665,Male,Grade 12,0
86672,Female,No records,0
86674,Female,Diploma,1
86690,Male,Diploma,2
86691,Female,Grade 12,0
86707,Male,Postgrad,0
86721,Male,Diploma,3
86739,Male,No records,0
86741,Female,Grade 12,0
86747,Male,Diploma,0
86754,Female,Grade 12,0
86755,Male,Degree,0
86759,Male,Grade 12,1
86768,Male,Grade 12,1
86779,Female,Diploma,3
86806,Male,No records,0
86816,Male,Grade 12,2
86831,Female,Diploma,2
86845,Male,Diploma,1
86854,Female,Degree,0
86855,Male,Grade 12,2
86867,Female,Grade 12,0
86882,Male,Postgrad,0
86889,Male,Grade 12,0
86896,Male,Diploma,0
86930,Male,Degree,1
86931,Female,Grade 12,0
86933,Male,No records,1
86944,Male,Grade 12,1
86955,Male,Grade 12,1
86956,Female,Grade 12,0
86966,Male,Grade 12,1
86970,Male,Grade 12,0
86989,Female,Grade 12,0
86995,Male,Grade 12,2
87000,Female,No records,0
87010,Male,Diploma,0
87019,Female,No records,1
87020,Male,Grade 12,0
87024,Male,Grade 12,2
87028,Female,Grade 12,0
87033,Female,No records,2
87036,Female,Diploma,0
87038,Female,No records,1
87043,Male,Diploma,0
87067,Female,Diploma,0
87070,Male,No records,0
87081,Female,Diploma,0
87090,Female,No records,2
87093,Male,Grade 12,0
87119,Female,Degree,0
87130,Male,Grade 12,0
87131,Female,Diploma,0
87150,Male,Grade 12,0
87153,Male,Diploma,0
87160,Female,Grade 12,1
87162,Male,No records,0
87176,Male,Diploma,0
87182,Female,Diploma,0
87201,Female,Grade 12,2
87220,Male,Degree,0
87222,Male,Diploma,0
87240,Female,Diploma,0
87249,Male,Postgrad,0
87261,Male,Postgrad,0
87273,Male,Degree,0
87277,Male,No records,0
87278,Male,Degree,0
87292,Male,Grade 12,1
87297,Male,Diploma,3
87305,Male,No records,0
87312,Male,Grade 12,0
87353,Female,Grade 12,0
87355,Male,Grade 12,1
87357,Male,Diploma,0
87366,Female,No records,1
87383,Male,Degree,1
87386,Male,No records,2
87399,Female,Degree,0
87402,Male,No records,0
87405,Female,Grade 12,0
87412,Female,Grade 12,0
87415,Female,Diploma,1
87421,Male,Diploma,0
87428,Male,Degree,0
87440,Female,Grade 12,2
87444,Male,No records,1
87464,Male,Diploma,0
87467,Male,Grade 12,0
87469,Male,Grade 12,0
87498,Female,Grade 12,0
87504,Male,Grade 12,0
87506,Female,No records,0
87507,Female,Grade 12,1
87516,Female,Grade 12,2
87524,Female,Diploma,0
87530,Female,Grade 12,0
87532,Male,Diploma,2
87552,Female,Grade 12,1
87555,Female,Degree,0
87558,Male,Degree,0
87567,Female,Grade 12,0
87570,Female,Grade 12,0
87581,Female,Degree,2
87583,Female,No records,1
87592,Male,Grade 12,2
87608,Female,Grade 12,1
87615,Female,No records,0
87621,Female,Diploma,0
87628,Female,Degree,1
87637,Female,Diploma,0
87644,Female,Grade 12,0
87646,Female,Degree,0
87660,Female,Grade 12,4
87662,Female,Grade 12,0
87665,Female,Diploma,0
87674,Female,Diploma,1
87679,Female,Grade 12,0
87693,Male,No records,0
87705,Male,Grade 12,0
87715,Male,Diploma,0
87745,Male,Grade 12,1
87746,Male,Degree,2
87753,Female,No records,1
87760,Male,Grade 12,0
87784,Male,No records,0
87799,Male,Diploma,0
87801,Female,Degree,0
87828,Male,Diploma,1
87831,Female,Diploma,0
87833,Female,Diploma,0
87840,Female,Diploma,0
87854,Female,Grade 12,0
87877,Male,Diploma,0
87899,Male,Grade 12,0
87905,Male,Diploma,0
87907,Female,Grade 12,0
87920,Female,Diploma,0
87929,Male,Degree,1
87933,Female,Grade 12,0
87947,Male,Diploma,0
87957,Female,Diploma,0
87965,Female,Grade 12,1
87972,Male,Grade 12,1
87977,Female,Grade 12,1
88006,Female,Diploma,0
88011,Female,Postgrad,0
88012,Male,Diploma,2
88013,Female,Diploma,2
88014,Female,Grade 12,4
88032,Female,Grade 12,2
88062,Female,Degree,2
88065,Female,Diploma,1
88070,Female,Diploma,2
88072,Male,Diploma,0
88077,Male,Diploma,0
88089,Male,Diploma,0
88101,Male,No records,0
88123,Male,Grade 12,0
88124,Male,Grade 12,0
88128,Female,No records,0
88130,Female,Postgrad,1
88135,Male,Diploma,1
88141,Female,No records,0
88146,Male,No records,0
88157,Male,Diploma,0
88166,Female,Grade 12,0
88170,Male,Degree,0
88171,Female,Diploma,0
88181,Female,Diploma,2
88192,Female,Grade 12,0
88201,Female,Grade 12,3
88206,Female,Grade 12,0
88213,Male,Grade 12,1
88226,Female,Grade 12,0
88251,Male,Diploma,0
88253,Female,Diploma,0
88256,Male,No records,0
88262,Male,Diploma,1
88271,Male,No records,0
88272,Male,Diploma,0
88281,Male,Grade 12,3
88282,Female,Degree,0
88286,Female,No records,0
88304,Male,Diploma,0
88310,Female,Grade 12,0
88323,Male,Diploma,0
88339,Male,Diploma,0
88344,Female,Grade 12,0
88348,Female,Degree,0
88363,Female,Diploma,0
88408,Female,No records,4
88424,Male,No records,1
88425,Male,No records,0
88428,Male,Grade 12,0
88441,Female,Grade 12,2
88444,Female,Grade 12,0
88463,Female,Diploma,0
88472,Male,Diploma,2
88476,Male,Grade 12,0
88482,Female,Diploma,0
88487,Male,Degree,0
88495,Female,Diploma,0
88497,Male,Grade 12,0
88509,Female,Diploma,1
88511,Male,Grade 12,1
88515,Male,Diploma,0
88519,Female,Grade 12,0
88527,Female,Diploma,0
88542,Female,No records,0
88543,Male,Diploma,0
88549,Female,Diploma,0
88552,Female,No records,0
88562,Male,Grade 12,0
88582,Male,Grade 12,0
88594,Male,Grade 12,1
88595,Male,Grade 12,2
88602,Male,Grade 12,1
88609,Male,Degree,0
88612,Female,Grade 12,2
88621,Female,Grade 12,1
88639,Female,Diploma,0
88647,Male,Degree,0
88662,Female,Grade 12,0
88672,Male,Grade 12,0
88686,Female,Grade 12,1
88690,Male,Grade 12,0
88693,Male,No records,0
88696,Male,Grade 12,0
88718,Male,No records,3
88723,Male,Grade 12,1
88738,Male,Grade 12,0
88751,Male,Grade 12,0
88763,Male,No records,0
88765,Male,Grade 12,0
88767,Female,Grade 12,0
88777,Female,Grade 12,1
88781,Male,Grade 12,1
88789,Male,Degree,2
88805,Female,No records,0
88812,Female,Grade 12,0
88821,Male,Diploma,0
88826,Female,No records,0
88834,Male,No records,0
88840,Female,Grade 12,0
88845,Male,Grade 12,0
88849,Male,Diploma,0
88855,Female,No records,0
88875,Male,Grade 12,0
88877,Male,No records,2
88899,Male,No records,0
88911,Male,Diploma,0
88912,Male,Degree,0
88921,Female,Diploma,0
88925,Female,No records,0
88929,Female,Degree,0
88940,Female,No records,0
88944,Male,Diploma,0
88963,Male,Diploma,0
88967,Female,No records,1
88981,Male,Grade 12,0
88982,Female,Grade 12,0
88983,Male,Grade 12,0
88989,Female,Grade 12,3
88992,Female,No records,1
88993,Female,No records,0
89000,Male,No records,0
89017,Female,Grade 12,2
89023,Male,Diploma,0
89033,Male,Diploma,1
89042,Male,Diploma,0
89043,Female,Degree,0
89046,Male,Diploma,0
89057,Male,Diploma,0
89063,Male,Postgrad,0
89064,Male,No records,2
89069,Male,Degree,2
89076,Female,Degree,0
89094,Female,Diploma,0
89098,Female,Diploma,2
89100,Female,Grade 12,0
89104,Female,Diploma,0
89114,Male,Diploma,1
89126,Female,Degree,0
89130,Female,No records,0
89145,Female,Grade 12,0
89152,Female,Diploma,2
89156,Male,No records,4
89184,Female,No records,0
89212,Male,Diploma,4
89242,Male,Grade 12,0
89247,Male,Degree,2
89248,Male,Degree,0
89254,Male,Diploma,0
89256,Female,Grade 12,0
89271,Male,Diploma,0
89277,Male,Diploma,0
89292,Male,Grade 12,0
89308,Male,No records,0
89313,Male,Diploma,0
89326,Male,Grade 12,0
89343,Female,Grade 12,1
89344,Male,Degree,0
89363,Female,No records,0
89370,Female,Postgrad,1
89378,Male,Diploma,0
89403,Female,No records,0
89412,Male,Diploma,3
89424,Male,Diploma,0
89438,Female,No records,0
89441,Male,No records,2
89461,Female,Degree,2
89467,Male,No records,1
89470,Male,Grade 12,1
89477,Male,No records,2
89480,Female,No records,0
89481,Male,Grade 12,0
89494,Male,Diploma,0
89499,Male,Diploma,0
89505,Female,Grade 12,3
89521,Male,Degree,2
89543,Male,Grade 12,0
89572,Female,Grade 12,0
89598,Female,Degree,2
89600,Female,Grade 12,0
89603,Male,Degree,1
89604,Female,Degree,3
89606,Female,Degree,0
89607,Female,Diploma,0
89608,Male,Grade 12,0
89610,Male,Degree,0
89616,Male,Diploma,0
89636,Female,Grade 12,1
89640,Male,Postgrad,0
89641,Female,Degree,0
89644,Female,No records,0
89646,Female,Grade 12,1
89650,Male,No records,3
89662,Female,Diploma,0
89663,Female,Postgrad,1
89681,Female,No records,3
89691,Male,Grade 12,1
89702,Female,Postgrad,0
89706,Male,Grade 12,2
89714,Female,Diploma,2
89725,Male,Grade 12,2
89727,Female,Degree,2
89747,Female,Grade 12,0
89749,Female,No records,0
89763,Female,Grade 12,0
89768,Male,Degree,0
89777,Female,Diploma,0
89785,Male,No records,2
89793,Male,Diploma,0
89797,Male,Degree,0
89816,Male,Grade 12,2
89817,Male,Diploma,0
89828,Male,Postgrad,1
89830,Male,Postgrad,3
89833,Female,Diploma,0
89843,Male,Postgrad,0
89850,Male,Grade 12,0
89866,Female,Degree,0
89875,Male,Diploma,0
89878,Male,Grade 12,0
89898,Male,Grade 12,0
89901,Female,Degree,0
89932,Male,Diploma,0
89933,Female,Grade 12,1
89939,Female,No records,1
89940,Female,Grade 12,0
89955,Female,Grade 12,2
89964,Female,Grade 12,0
89966,Male,Diploma,2
89968,Male,Grade 12,3
89970,Female,No records,0
89984,Male,No records,4
89996,Female,Diploma,1
90003,Male,Diploma,0
90006,Male,Degree,1
90007,Male,Grade 12,0
90015,Female,Postgrad,0
90016,Male,Grade 12,1
90019,Female,No records,2
90021,Male,Degree,0
90025,Male,Degree,1
90035,Female,Grade 12,0
90039,Male,Postgrad,2
90041,Male,Grade 12,1
90043,Male,Diploma,1
90053,Male,No records,0
90062,Male,Diploma,1
90084,Male,No records,2
90095,Male,Grade 12,0
90099,Female,No records,3
90100,Female,Diploma,1
90128,Male,Grade 12,1
90132,Female,Grade 12,0
90136,Female,Grade 12,0
90140,Male,Diploma,0
90141,Male,Diploma,2
90155,Male,Diploma,2
90156,Female,Grade 12,0
90157,Male,Diploma,0
90159,Female,Grade 12,0
90173,Female,Diploma,2
90182,Male,Grade 12,1
90186,Female,Grade 12,0
90189,Female,Postgrad,2
90199,Female,Degree,0
90210,Female,Diploma,0
90241,Female,No records,1
90266,Male,Diploma,0
90280,Female,Grade 12,0
90291,Female,Diploma,1
90295,Male,Diploma,1
90307,Male,No records,1
90315,Male,Degree,2
90318,Female,No records,0
90322,Male,Postgrad,0
90326,Female,Grade 12,4
90328,Male,Postgrad,1
90329,Male,Grade 12,0
